route_id,service_id,trip_id,shape_id
149,1,149_18_40,
149,1,149_18_50,
149,1,149_19_0,
149,1,149_19_10,
149,1,149_19_20,
149,1,149_19_30,
149,1,149_19_40,
149,1,149_19_50,
149,1,149_20_0,
149,1,149_20_10,
149,1,149_20_20,
149,1,149_20_30,
149,1,149_20_40,
149,1,149_20_50,
149,1,149_21_0,
149,1,149_21_10,
149,1,149_21_20,
149,1,149_21_30,
149,1,149_21_40,
149,1,149_22_0,
149,1,149_22_10,
149,1,149_22_20,
149,1,149_22_50,
150,1,150_5_10,
150,1,150_5_20,
150,1,150_5_30,
150,1,150_5_40,
150,1,150_5_50,
150,1,150_6_0,
150,1,150_6_10,
150,1,150_6_20,
150,1,150_6_30,
150,1,150_6_40,
150,1,150_6_50,
150,1,150_7_0,
150,1,150_7_10,
150,1,150_7_20,
150,1,150_7_40,
150,1,150_7_50,
150,1,150_8_0,
150,1,150_8_10,
150,1,150_8_20,
150,1,150_8_30,
150,1,150_8_40,
150,1,150_8_50,
150,1,150_9_0,
150,1,150_9_10,
150,1,150_9_20,
150,1,150_9_30,
150,1,150_9_40,
150,1,150_9_50,
150,1,150_10_0,
150,1,150_10_10,
150,1,150_10_20,
150,1,150_10_40,
150,1,150_10_50,
150,1,150_11_0,
150,1,150_11_10,
150,1,150_11_20,
150,1,150_11_30,
150,1,150_11_40,
150,1,150_11_50,
150,1,150_12_10,
150,1,150_12_20,
150,1,150_12_30,
150,1,150_12_40,
150,1,150_12_50,
150,1,150_13_0,
150,1,150_13_10,
150,1,150_13_30,
150,1,150_14_40,
150,1,150_14_50,
150,1,150_15_0,
150,1,150_15_10,
150,1,150_15_30,
150,1,150_15_40,
150,1,150_16_0,
150,1,150_16_10,
150,1,150_16_20,
150,1,150_16_30,
150,1,150_16_40,
150,1,150_16_50,
150,1,150_17_0,
150,1,150_17_10,
150,1,150_17_20,
150,1,150_17_30,
150,1,150_17_40,
150,1,150_17_50,
150,1,150_18_0,
150,1,150_18_10,
150,1,150_18_20,
150,1,150_18_30,
150,1,150_18_40,
150,1,150_18_50,
150,1,150_19_0,
150,1,150_19_10,
150,1,150_19_20,
150,1,150_19_30,
150,1,150_19_40,
150,1,150_19_50,
150,1,150_20_0,
150,1,150_20_10,
150,1,150_20_20,
150,1,150_20_30,
150,1,150_20_40,
150,1,150_20_50,
150,1,150_21_10,
150,1,150_21_20,
150,1,150_21_30,
151,1,151_5_10,
151,1,151_5_20,
151,1,151_5_30,
151,1,151_5_40,
151,1,151_5_50,
151,1,151_6_0,
151,1,151_6_10,
151,1,151_6_20,
151,1,151_6_30,
151,1,151_6_40,
151,1,151_6_50,
151,1,151_7_0,
151,1,151_7_10,
151,1,151_7_20,
151,1,151_7_40,
151,1,151_7_50,
151,1,151_8_0,
151,1,151_8_10,
151,1,151_8_20,
151,1,151_8_30,
151,1,151_8_40,
151,1,151_8_50,
151,1,151_9_0,
151,1,151_9_10,
151,1,151_9_20,
151,1,151_9_30,
151,1,151_9_40,
151,1,151_9_50,
151,1,151_10_0,
151,1,151_10_10,
151,1,151_10_20,
151,1,151_10_40,
151,1,151_10_50,
151,1,151_11_0,
151,1,151_11_10,
151,1,151_11_20,
151,1,151_11_30,
151,1,151_11_40,
151,1,151_11_50,
151,1,151_12_10,
151,1,151_12_20,
151,1,151_12_30,
151,1,151_12_40,
151,1,151_12_50,
151,1,151_13_0,
151,1,151_13_10,
151,1,151_13_30,
151,1,151_14_40,
151,1,151_14_50,
151,1,151_15_0,
151,1,151_15_10,
151,1,151_15_30,
151,1,151_15_40,
151,1,151_16_0,
151,1,151_16_10,
151,1,151_16_20,
151,1,151_16_30,
151,1,151_16_40,
151,1,151_16_50,
151,1,151_17_0,
151,1,151_17_10,
151,1,151_17_20,
151,1,151_17_30,
151,1,151_17_40,
151,1,151_17_50,
151,1,151_18_0,
151,1,151_18_10,
151,1,151_18_20,
151,1,151_18_30,
151,1,151_18_40,
151,1,151_18_50,
151,1,151_19_0,
151,1,151_19_10,
151,1,151_19_20,
151,1,151_19_30,
151,1,151_19_40,
151,1,151_19_50,
151,1,151_20_0,
151,1,151_20_10,
151,1,151_20_20,
151,1,151_20_30,
151,1,151_20_40,
151,1,151_20_50,
151,1,151_21_10,
151,1,151_21_20,
151,1,151_21_30,
152,1,152_5_10,
152,1,152_5_20,
152,1,152_5_30,
152,1,152_5_40,
152,1,152_5_50,
152,1,152_6_0,
152,1,152_6_10,
152,1,152_6_20,
152,1,152_6_30,
152,1,152_6_40,
152,1,152_6_50,
152,1,152_7_0,
152,1,152_7_10,
152,1,152_7_20,
152,1,152_7_40,
152,1,152_7_50,
152,1,152_8_0,
152,1,152_8_10,
152,1,152_8_20,
152,1,152_8_30,
152,1,152_8_40,
152,1,152_8_50,
152,1,152_9_0,
152,1,152_9_10,
152,1,152_9_20,
152,1,152_9_30,
152,1,152_9_40,
152,1,152_9_50,
152,1,152_10_0,
152,1,152_10_10,
152,1,152_10_20,
152,1,152_10_40,
152,1,152_10_50,
152,1,152_11_0,
152,1,152_11_10,
152,1,152_11_20,
152,1,152_11_30,
152,1,152_11_40,
152,1,152_11_50,
152,1,152_12_10,
152,1,152_12_20,
152,1,152_12_30,
152,1,152_12_40,
152,1,152_12_50,
152,1,152_13_0,
152,1,152_13_10,
152,1,152_13_30,
152,1,152_14_40,
152,1,152_14_50,
152,1,152_15_0,
152,1,152_15_10,
152,1,152_15_30,
152,1,152_15_40,
152,1,152_16_0,
152,1,152_16_10,
152,1,152_16_20,
152,1,152_16_30,
152,1,152_16_40,
152,1,152_16_50,
152,1,152_17_0,
152,1,152_17_10,
152,1,152_17_20,
152,1,152_17_30,
152,1,152_17_40,
152,1,152_17_50,
152,1,152_18_0,
152,1,152_18_10,
152,1,152_18_20,
152,1,152_18_30,
152,1,152_18_40,
152,1,152_18_50,
152,1,152_19_0,
152,1,152_19_10,
152,1,152_19_20,
152,1,152_19_30,
152,1,152_19_40,
152,1,152_19_50,
152,1,152_20_0,
152,1,152_20_10,
152,1,152_20_20,
152,1,152_20_30,
152,1,152_20_40,
152,1,152_20_50,
152,1,152_21_10,
152,1,152_21_20,
152,1,152_21_30,
153,1,153_6_20,
153,1,153_6_30,
153,1,153_6_40,
153,1,153_7_50,
153,1,153_8_0,
153,1,153_8_10,
153,1,153_8_20,
153,1,153_8_30,
153,1,153_8_40,
153,1,153_8_50,
153,1,153_9_0,
153,1,153_9_10,
153,1,153_9_20,
153,1,153_9_30,
153,1,153_9_40,
153,1,153_9_50,
153,1,153_11_10,
153,1,153_11_20,
153,1,153_11_30,
153,1,153_11_40,
153,1,153_13_30,
153,1,153_13_40,
153,1,153_13_50,
153,1,153_14_0,
153,1,153_14_10,
153,1,153_14_20,
153,1,153_14_30,
153,1,153_14_40,
153,1,153_14_50,
153,1,153_15_0,
153,1,153_15_10,
153,1,153_15_20,
153,1,153_15_50,
153,1,153_16_0,
153,1,153_16_10,
153,1,153_16_20,
153,1,153_16_30,
153,1,153_16_40,
153,1,153_16_50,
153,1,153_17_0,
153,1,153_17_10,
153,1,153_17_20,
153,1,153_17_30,
153,1,153_17_40,
153,1,153_17_50,
153,1,153_18_0,
153,1,153_18_10,
153,1,153_18_20,
153,1,153_19_30,
153,1,153_20_0,
154,1,154_6_10,
154,1,154_6_20,
154,1,154_6_30,
154,1,154_6_50,
154,1,154_7_0,
154,1,154_7_10,
154,1,154_7_20,
154,1,154_7_30,
154,1,154_7_40,
154,1,154_7_50,
154,1,154_8_0,
154,1,154_8_10,
154,1,154_8_20,
154,1,154_9_40,
154,1,154_9_50,
154,1,154_10_0,
154,1,154_10_20,
154,1,154_11_30,
154,1,154_11_40,
154,1,154_11_50,
154,1,154_12_0,
154,1,154_12_10,
154,1,154_12_20,
154,1,154_12_30,
154,1,154_12_40,
154,1,154_12_50,
154,1,154_13_0,
154,1,154_13_10,
154,1,154_13_20,
154,1,154_13_30,
154,1,154_14_10,
154,1,154_14_30,
154,1,154_14_40,
154,1,154_14_50,
154,1,154_15_0,
154,1,154_15_10,
154,1,154_15_20,
154,1,154_15_30,
154,1,154_15_40,
154,1,154_15_50,
154,1,154_16_0,
154,1,154_16_10,
154,1,154_16_20,
154,1,154_16_30,
154,1,154_16_40,
154,1,154_16_50,
154,1,154_18_10,
154,1,154_18_20,
154,1,154_18_40,
154,1,154_18_50,
154,1,154_19_20,
154,1,154_19_30,
154,1,154_19_50,
154,1,154_20_0,
154,1,154_20_10,
154,1,154_20_20,
154,1,154_20_30,
154,1,154_20_40,
154,1,154_20_50,
154,1,154_21_0,
154,1,154_21_10,
154,1,154_21_20,
154,1,154_21_30,
154,1,154_21_50,
155,1,155_5_0,
155,1,155_5_10,
155,1,155_5_20,
155,1,155_5_30,
155,1,155_5_40,
155,1,155_5_50,
155,1,155_6_0,
155,1,155_6_10,
155,1,155_6_20,
155,1,155_6_30,
155,1,155_6_40,
155,1,155_6_50,
155,1,155_7_0,
155,1,155_7_10,
155,1,155_7_20,
155,1,155_7_30,
155,1,155_7_40,
155,1,155_7_50,
155,1,155_8_0,
155,1,155_8_10,
155,1,155_8_20,
155,1,155_8_30,
155,1,155_8_40,
155,1,155_8_50,
155,1,155_9_0,
155,1,155_9_10,
155,1,155_9_20,
155,1,155_9_30,
155,1,155_9_40,
155,1,155_9_50,
155,1,155_10_0,
155,1,155_10_10,
155,1,155_10_20,
155,1,155_10_30,
155,1,155_11_0,
155,1,155_11_10,
155,1,155_11_20,
155,1,155_11_30,
155,1,155_11_40,
155,1,155_11_50,
155,1,155_12_0,
155,1,155_12_20,
155,1,155_12_30,
155,1,155_12_40,
155,1,155_12_50,
155,1,155_13_0,
155,1,155_13_10,
155,1,155_13_20,
155,1,155_13_30,
155,1,155_13_40,
155,1,155_13_50,
155,1,155_14_0,
155,1,155_14_10,
155,1,155_14_20,
155,1,155_14_30,
155,1,155_14_40,
155,1,155_14_50,
155,1,155_15_0,
155,1,155_15_10,
155,1,155_15_20,
155,1,155_15_30,
155,1,155_15_40,
155,1,155_15_50,
155,1,155_16_0,
155,1,155_16_10,
155,1,155_16_20,
155,1,155_16_30,
155,1,155_16_40,
155,1,155_16_50,
155,1,155_17_0,
155,1,155_17_10,
155,1,155_17_20,
155,1,155_17_30,
155,1,155_17_40,
155,1,155_17_50,
155,1,155_18_0,
155,1,155_18_10,
155,1,155_18_20,
155,1,155_18_30,
155,1,155_18_40,
155,1,155_18_50,
155,1,155_19_0,
155,1,155_19_10,
155,1,155_19_20,
155,1,155_19_40,
155,1,155_20_0,
155,1,155_20_40,
156,1,156_6_30,
156,1,156_6_40,
156,1,156_6_50,
156,1,156_7_0,
156,1,156_7_10,
156,1,156_7_20,
156,1,156_7_30,
156,1,156_7_40,
156,1,156_7_50,
156,1,156_8_0,
156,1,156_8_10,
156,1,156_8_20,
156,1,156_8_30,
156,1,156_8_40,
156,1,156_8_50,
156,1,156_9_0,
156,1,156_9_10,
156,1,156_9_20,
156,1,156_9_30,
156,1,156_9_40,
156,1,156_9_50,
156,1,156_10_0,
156,1,156_10_10,
156,1,156_10_20,
156,1,156_10_30,
156,1,156_10_40,
156,1,156_10_50,
156,1,156_11_0,
156,1,156_11_10,
156,1,156_11_20,
156,1,156_11_30,
156,1,156_11_40,
156,1,156_11_50,
156,1,156_12_0,
156,1,156_12_10,
156,1,156_12_20,
156,1,156_12_40,
156,1,156_12_50,
156,1,156_13_0,
156,1,156_13_10,
156,1,156_13_20,
156,1,156_13_30,
156,1,156_13_40,
156,1,156_13_50,
156,1,156_14_0,
156,1,156_14_10,
156,1,156_14_20,
156,1,156_14_30,
156,1,156_14_40,
156,1,156_14_50,
156,1,156_15_0,
156,1,156_15_10,
156,1,156_15_20,
156,1,156_15_30,
156,1,156_15_40,
156,1,156_15_50,
156,1,156_16_0,
156,1,156_16_10,
156,1,156_16_20,
156,1,156_16_30,
156,1,156_16_40,
156,1,156_16_50,
156,1,156_17_0,
156,1,156_17_10,
156,1,156_17_20,
156,1,156_17_30,
156,1,156_17_40,
156,1,156_17_50,
156,1,156_18_0,
156,1,156_18_10,
156,1,156_18_20,
156,1,156_18_30,
156,1,156_18_40,
156,1,156_18_50,
156,1,156_19_0,
156,1,156_19_10,
156,1,156_19_20,
156,1,156_19_30,
156,1,156_19_40,
156,1,156_19_50,
156,1,156_20_0,
156,1,156_20_10,
156,1,156_20_20,
156,1,156_20_30,
156,1,156_20_40,
156,1,156_20_50,
156,1,156_21_0,
156,1,156_21_10,
156,1,156_21_20,
156,1,156_21_30,
157,1,157_5_10,
157,1,157_5_20,
157,1,157_5_30,
157,1,157_5_40,
157,1,157_5_50,
157,1,157_6_0,
157,1,157_6_10,
157,1,157_6_20,
157,1,157_6_30,
157,1,157_6_40,
157,1,157_6_50,
157,1,157_7_0,
157,1,157_7_10,
157,1,157_7_20,
157,1,157_7_40,
157,1,157_7_50,
157,1,157_8_10,
157,1,157_8_30,
157,1,157_8_40,
157,1,157_9_0,
157,1,157_9_10,
157,1,157_9_20,
157,1,157_9_30,
157,1,157_9_40,
157,1,157_10_10,
157,1,157_10_20,
157,1,157_10_50,
157,1,157_11_0,
157,1,157_11_10,
157,1,157_11_20,
157,1,157_11_30,
157,1,157_11_40,
157,1,157_11_50,
157,1,157_12_0,
157,1,157_12_10,
157,1,157_12_50,
157,1,157_13_0,
157,1,157_13_20,
157,1,157_13_30,
157,1,157_13_40,
157,1,157_13_50,
157,1,157_14_0,
157,1,157_14_10,
157,1,157_14_20,
157,1,157_14_30,
157,1,157_14_40,
157,1,157_14_50,
157,1,157_15_0,
157,1,157_15_10,
157,1,157_15_20,
157,1,157_15_30,
157,1,157_15_40,
157,1,157_15_50,
157,1,157_16_0,
157,1,157_16_10,
157,1,157_16_20,
157,1,157_16_30,
157,1,157_16_40,
157,1,157_16_50,
157,1,157_17_0,
157,1,157_17_30,
157,1,157_17_40,
157,1,157_17_50,
157,1,157_18_0,
157,1,157_18_10,
157,1,157_18_20,
157,1,157_18_30,
157,1,157_18_40,
157,1,157_18_50,
157,1,157_19_0,
157,1,157_19_10,
157,1,157_19_20,
157,1,157_19_30,
157,1,157_19_40,
157,1,157_20_0,
157,1,157_20_20,
157,1,157_20_30,
157,1,157_20_40,
157,1,157_21_10,
158,1,158_6_20,
158,1,158_6_30,
158,1,158_6_40,
158,1,158_7_0,
158,1,158_7_10,
158,1,158_7_20,
158,1,158_7_30,
158,1,158_7_40,
158,1,158_7_50,
158,1,158_8_0,
158,1,158_8_10,
158,1,158_8_20,
158,1,158_8_30,
158,1,158_8_40,
158,1,158_8_50,
158,1,158_9_10,
158,1,158_9_20,
158,1,158_9_30,
158,1,158_9_40,
158,1,158_9_50,
158,1,158_10_0,
158,1,158_10_10,
158,1,158_10_30,
158,1,158_10_40,
158,1,158_11_0,
158,1,158_11_10,
158,1,158_11_20,
158,1,158_11_30,
158,1,158_11_40,
158,1,158_11_50,
158,1,158_12_0,
158,1,158_12_10,
158,1,158_12_20,
158,1,158_12_30,
158,1,158_12_40,
158,1,158_12_50,
158,1,158_13_0,
158,1,158_13_10,
158,1,158_13_20,
158,1,158_13_30,
158,1,158_13_40,
158,1,158_13_50,
158,1,158_14_0,
158,1,158_14_10,
158,1,158_14_20,
158,1,158_14_30,
158,1,158_14_40,
158,1,158_14_50,
158,1,158_15_0,
158,1,158_15_10,
158,1,158_15_20,
158,1,158_15_30,
158,1,158_15_40,
158,1,158_15_50,
158,1,158_16_0,
158,1,158_16_10,
158,1,158_16_20,
158,1,158_16_30,
158,1,158_16_40,
158,1,158_16_50,
158,1,158_17_0,
158,1,158_17_10,
158,1,158_17_20,
158,1,158_17_30,
158,1,158_17_40,
158,1,158_17_50,
158,1,158_18_0,
158,1,158_18_10,
158,1,158_18_20,
158,1,158_18_30,
158,1,158_18_40,
158,1,158_18_50,
158,1,158_19_20,
158,1,158_19_30,
158,1,158_19_40,
158,1,158_19_50,
158,1,158_20_10,
158,1,158_20_20,
158,1,158_20_30,
158,1,158_20_40,
158,1,158_20_50,
158,1,158_21_0,
158,1,158_21_20,
158,1,158_21_30,
158,1,158_22_0,
158,1,158_22_10,
158,1,158_22_20,
158,1,158_22_30,
158,1,158_22_40,
159,1,159_5_0,
159,1,159_5_10,
159,1,159_5_20,
159,1,159_5_30,
159,1,159_5_40,
159,1,159_5_50,
159,1,159_6_0,
159,1,159_6_10,
159,1,159_6_20,
159,1,159_6_30,
159,1,159_6_40,
159,1,159_6_50,
159,1,159_7_0,
159,1,159_7_10,
159,1,159_7_20,
159,1,159_7_30,
159,1,159_7_40,
159,1,159_7_50,
159,1,159_8_0,
159,1,159_8_10,
159,1,159_8_20,
159,1,159_8_30,
159,1,159_8_40,
159,1,159_9_10,
159,1,159_9_20,
159,1,159_9_40,
159,1,159_10_0,
159,1,159_10_10,
159,1,159_10_20,
159,1,159_10_30,
159,1,159_11_10,
159,1,159_18_50,
159,1,159_19_0,
159,1,159_19_10,
159,1,159_19_20,
159,1,159_19_30,
159,1,159_19_40,
159,1,159_19_50,
159,1,159_20_0,
159,1,159_20_10,
159,1,159_20_20,
159,1,159_20_30,
159,1,159_20_40,
159,1,159_20_50,
159,1,159_21_0,
159,1,159_21_10,
159,1,159_21_20,
159,1,159_21_30,
159,1,159_21_40,
159,1,159_21_50,
159,1,159_22_0,
159,1,159_22_10,
159,1,159_22_20,
159,1,159_22_30,
159,1,159_22_40,
159,1,159_22_50,
159,1,159_23_0,
159,1,159_23_10,
159,1,159_23_20,
159,1,159_23_30,
159,1,159_23_40,
159,1,159_21_48,
159,1,159_21_52,
159,1,159_21_53,
159,1,159_21_54,
159,1,159_21_55,
159,1,159_21_56,
159,1,159_21_57,
159,1,159_21_58,
159,1,159_21_59,
159,1,159_22_11,
159,1,159_22_18,
159,1,159_22_21,
159,1,159_22_26,
159,1,159_22_27,
159,1,159_22_28,
159,1,159_22_31,
159,1,159_22_47,
159,1,159_22_4,
159,1,159_22_51,
159,1,159_22_52,
159,1,159_22_53,
159,1,159_22_55,
159,1,159_22_59,
159,1,159_22_7,
159,1,159_23_11,
159,1,159_23_12,
159,1,159_23_13,
159,1,159_23_21,
159,1,159_23_28,
159,1,159_23_9,
159,1,159_21_21,
159,1,159_21_23,
159,1,159_21_25,
159,1,159_21_26,
159,1,159_21_27,
159,1,159_21_28,
159,1,159_21_35,
159,1,159_21_43,
159,1,159_21_45,
159,1,159_21_46,
159,1,159_21_47,
159,1,159_21_49,
159,1,159_21_51,
159,1,159_21_1,
159,1,159_21_2,
159,1,159_21_3,
159,1,159_21_4,
159,1,159_21_5,
159,1,159_22_12,
159,1,159_22_13,
159,1,159_22_22,
159,1,159_22_23,
159,1,159_22_24,
159,1,159_22_25,
159,1,159_22_29,
159,1,159_22_32,
159,1,159_22_33,
159,1,159_22_34,
159,1,159_22_35,
159,1,159_22_37,
159,1,159_22_39,
159,1,159_22_3,
159,1,159_22_41,
159,1,159_22_42,
159,1,159_22_43,
159,1,159_22_5,
159,1,159_22_8,
159,1,159_22_9,
160,1,160_5_0,
160,1,160_5_10,
160,1,160_5_20,
160,1,160_5_30,
160,1,160_5_40,
160,1,160_5_50,
160,1,160_6_0,
160,1,160_6_10,
160,1,160_6_20,
160,1,160_6_30,
160,1,160_6_40,
160,1,160_6_50,
160,1,160_7_0,
160,1,160_7_10,
160,1,160_7_20,
160,1,160_7_30,
160,1,160_7_40,
160,1,160_7_50,
160,1,160_8_0,
160,1,160_8_10,
160,1,160_8_20,
160,1,160_8_30,
160,1,160_8_40,
160,1,160_8_50,
160,1,160_9_10,
160,1,160_11_20,
160,1,160_5_38,
160,1,160_5_49,
160,1,160_5_51,
160,1,160_5_52,
160,1,160_5_53,
160,1,160_5_54,
160,1,160_5_55,
160,1,160_5_56,
160,1,160_5_57,
160,1,160_5_58,
160,1,160_6_1,
160,1,160_6_12,
160,1,160_6_13,
160,1,160_6_14,
160,1,160_6_15,
160,1,160_6_16,
160,1,160_6_19,
160,1,160_6_21,
160,1,160_6_22,
160,1,160_6_24,
160,1,160_6_27,
160,1,160_6_29,
160,1,160_6_31,
160,1,160_6_35,
160,1,160_6_41,
160,1,160_6_44,
160,1,160_6_45,
160,1,160_6_48,
160,1,160_6_51,
160,1,160_6_54,
160,1,160_6_56,
160,1,160_6_58,
160,1,160_6_7,
160,1,160_6_9,
160,1,160_7_12,
160,1,160_7_13,
160,1,160_7_16,
160,1,160_7_21,
160,1,160_7_23,
160,1,160_7_26,
160,1,160_7_27,
160,1,160_7_28,
160,1,160_7_29,
160,1,160_7_31,
160,1,160_7_35,
160,1,160_7_39,
160,1,160_7_44,
160,1,160_7_4,
160,1,160_7_56,
160,1,160_8_1,
160,1,160_8_17,
160,1,160_8_38,
160,1,160_8_9,
160,1,160_5_31,
160,1,160_5_34,
160,1,160_5_35,
160,1,160_5_36,
160,1,160_5_39,
160,1,160_5_43,
160,1,160_5_44,
160,1,160_5_46,
160,1,160_5_59,
160,1,160_5_1,
160,1,160_5_2,
160,1,160_5_3,
160,1,160_6_17,
160,1,160_6_18,
160,1,160_6_23,
160,1,160_6_25,
160,1,160_6_26,
160,1,160_6_28,
160,1,160_6_32,
160,1,160_6_33,
160,1,160_6_36,
160,1,160_6_38,
160,1,160_6_39,
160,1,160_6_43,
160,1,160_6_46,
160,1,160_6_49,
160,1,160_6_52,
160,1,160_6_55,
160,1,160_6_57,
160,1,160_6_59,
160,1,160_6_2,
160,1,160_6_8,
160,1,160_6_11,
160,1,160_6_34,
160,1,160_6_37,
160,1,160_7_1,
160,1,160_7_14,
160,1,160_7_15,
160,1,160_7_19,
160,1,160_7_22,
160,1,160_7_24,
160,1,160_7_25,
160,1,160_7_32,
160,1,160_7_33,
160,1,160_7_34,
160,1,160_7_41,
160,1,160_7_43,
160,1,160_7_53,
160,1,160_7_55,
160,1,160_7_59,
160,1,160_7_9,
160,1,160_8_2,
160,1,160_8_35,
160,1,160_8_3,
160,1,160_8_4,
161,1,161_20_50,
161,1,161_21_0,
161,1,161_21_10,
161,1,161_21_20,
161,1,161_21_30,
161,1,161_21_40,
161,1,161_21_50,
161,1,161_22_0,
161,1,161_22_10,
161,1,161_22_20,
161,1,161_22_30,
161,1,161_22_40,
161,1,161_22_50,
161,1,161_23_0,
161,1,161_23_10,
161,1,161_23_20,
162,1,162_5_0,
162,1,162_5_10,
162,1,162_5_20,
162,1,162_5_30,
162,1,162_5_40,
162,1,162_5_50,
162,1,162_6_0,
162,1,162_6_10,
162,1,162_6_20,
162,1,162_6_30,
162,1,162_6_40,
162,1,162_6_50,
162,1,162_7_0,
162,1,162_7_10,
162,1,162_7_20,
162,1,162_7_30,
162,1,162_7_40,
162,1,162_7_50,
162,1,162_8_0,
162,1,162_8_10,
163,1,163_6_30,
163,1,163_6_40,
163,1,163_6_50,
163,1,163_7_0,
163,1,163_7_10,
163,1,163_7_20,
163,1,163_7_30,
163,1,163_7_40,
163,1,163_7_50,
163,1,163_8_0,
163,1,163_8_10,
163,1,163_8_20,
163,1,163_8_30,
163,1,163_8_40,
163,1,163_8_50,
163,1,163_9_0,
163,1,163_9_10,
163,1,163_9_20,
163,1,163_9_30,
163,1,163_9_40,
163,1,163_9_50,
163,1,163_10_0,
163,1,163_10_10,
163,1,163_10_20,
163,1,163_10_30,
163,1,163_10_40,
163,1,163_10_50,
163,1,163_11_0,
163,1,163_11_10,
163,1,163_11_20,
163,1,163_11_30,
163,1,163_11_40,
163,1,163_11_50,
163,1,163_12_0,
163,1,163_12_10,
163,1,163_12_20,
163,1,163_12_30,
163,1,163_12_40,
163,1,163_12_50,
163,1,163_13_0,
163,1,163_13_10,
163,1,163_13_20,
163,1,163_13_30,
163,1,163_13_40,
163,1,163_13_50,
163,1,163_14_0,
163,1,163_14_10,
163,1,163_14_20,
163,1,163_14_30,
163,1,163_14_40,
163,1,163_14_50,
163,1,163_15_0,
163,1,163_15_10,
163,1,163_15_20,
163,1,163_15_30,
163,1,163_15_40,
163,1,163_15_50,
163,1,163_16_0,
163,1,163_16_10,
163,1,163_16_20,
163,1,163_16_30,
163,1,163_16_40,
163,1,163_16_50,
163,1,163_17_0,
163,1,163_17_10,
163,1,163_17_20,
163,1,163_17_30,
163,1,163_17_40,
163,1,163_17_50,
163,1,163_18_0,
163,1,163_18_10,
163,1,163_18_20,
163,1,163_18_30,
163,1,163_18_40,
163,1,163_18_50,
163,1,163_19_0,
163,1,163_19_10,
163,1,163_19_20,
163,1,163_19_30,
163,1,163_19_40,
163,1,163_19_50,
163,1,163_20_0,
163,1,163_20_10,
163,1,163_20_20,
163,1,163_20_30,
163,1,163_20_40,
163,1,163_20_50,
163,1,163_21_0,
163,1,163_21_10,
163,1,163_21_20,
163,1,163_21_30,
163,1,163_21_40,
163,1,163_21_50,
163,1,163_22_0,
163,1,163_22_10,
163,1,163_22_20,
163,1,163_22_30,
163,1,163_22_40,
163,1,163_22_50,
163,1,163_20_24,
163,1,163_20_26,
163,1,163_20_31,
163,1,163_20_41,
163,1,163_20_45,
163,1,163_21_1,
163,1,163_21_16,
163,1,163_21_29,
163,1,163_21_31,
163,1,163_21_39,
163,1,163_21_41,
163,1,163_22_3,
163,1,163_20_33,
163,1,163_20_55,
163,1,163_21_12,
163,1,163_21_32,
163,1,163_21_33,
163,1,163_21_4,
163,1,163_21_57,
163,1,163_21_58,
163,1,163_22_14,
163,1,163_22_4,
164,1,164_5_0,
164,1,164_5_10,
164,1,164_5_20,
164,1,164_5_30,
164,1,164_5_40,
164,1,164_5_50,
164,1,164_6_0,
164,1,164_6_10,
164,1,164_6_20,
164,1,164_6_30,
164,1,164_6_40,
164,1,164_6_50,
164,1,164_7_0,
164,1,164_7_10,
164,1,164_7_20,
164,1,164_7_30,
164,1,164_7_40,
164,1,164_7_50,
164,1,164_8_0,
164,1,164_8_10,
164,1,164_8_20,
164,1,164_8_30,
164,1,164_8_40,
164,1,164_8_50,
164,1,164_9_0,
164,1,164_9_10,
164,1,164_9_20,
164,1,164_9_30,
164,1,164_9_40,
164,1,164_9_50,
164,1,164_10_0,
164,1,164_10_10,
164,1,164_10_20,
164,1,164_10_30,
164,1,164_10_40,
164,1,164_10_50,
164,1,164_11_0,
164,1,164_11_10,
164,1,164_11_20,
164,1,164_11_30,
164,1,164_11_40,
164,1,164_11_50,
164,1,164_12_0,
164,1,164_12_10,
164,1,164_12_20,
164,1,164_12_30,
164,1,164_12_40,
164,1,164_12_50,
164,1,164_13_0,
164,1,164_13_10,
164,1,164_13_20,
164,1,164_13_30,
164,1,164_13_40,
164,1,164_13_50,
164,1,164_14_0,
164,1,164_14_10,
164,1,164_14_20,
164,1,164_14_30,
164,1,164_14_40,
164,1,164_14_50,
164,1,164_15_0,
164,1,164_15_10,
164,1,164_15_20,
164,1,164_15_30,
164,1,164_15_40,
164,1,164_15_50,
164,1,164_16_0,
164,1,164_16_10,
164,1,164_16_20,
164,1,164_16_30,
164,1,164_16_40,
164,1,164_16_50,
164,1,164_17_0,
164,1,164_17_10,
164,1,164_17_20,
164,1,164_17_30,
164,1,164_17_40,
164,1,164_17_50,
164,1,164_18_0,
164,1,164_18_10,
164,1,164_18_20,
164,1,164_18_30,
164,1,164_18_40,
164,1,164_18_50,
164,1,164_19_0,
164,1,164_19_10,
164,1,164_19_20,
164,1,164_19_30,
164,1,164_19_40,
164,1,164_19_50,
164,1,164_20_0,
164,1,164_20_10,
164,1,164_20_20,
164,1,164_20_30,
164,1,164_20_40,
164,1,164_20_50,
164,1,164_21_0,
164,1,164_21_10,
164,1,164_21_20,
164,1,164_21_30,
164,1,164_21_40,
164,1,164_22_0,
164,1,164_22_40,
164,1,164_19_13,
164,1,164_19_43,
164,1,164_19_9,
164,1,164_20_1,
164,1,164_20_14,
164,1,164_20_15,
164,1,164_20_7,
164,1,164_21_3,
